region,sector,Year,co2.emiss,scenario
ZJ,iron and steel,2025,2.985907694,GCAM-China-ref
AH,mining energy use,2025,1.020272256,GCAM-China-ref
BJ,mining energy use,2025,0.206236279,GCAM-China-ref
CQ,mining energy use,2025,0.542517195,GCAM-China-ref
FJ,mining energy use,2025,1.423900202,GCAM-China-ref
GD,mining energy use,2025,2.21155154,GCAM-China-ref
GS,mining energy use,2025,0.47420385,GCAM-China-ref
GX,mining energy use,2025,0.381576524,GCAM-China-ref
GZ,mining energy use,2025,0.284823865,GCAM-China-ref
HA,mining energy use,2025,4.106753683,GCAM-China-ref
HB,mining energy use,2025,1.751679596,GCAM-China-ref
HE,mining energy use,2025,1.634532746,GCAM-China-ref
HI,mining energy use,2025,0.01984057,GCAM-China-ref
HL,mining energy use,2025,0.46449325,GCAM-China-ref
HN,mining energy use,2025,1.512581365,GCAM-China-ref
JL,mining energy use,2025,0.328160808,GCAM-China-ref
JS,mining energy use,2025,5.347116693,GCAM-China-ref
JX,mining energy use,2025,0.722623623,GCAM-China-ref
LN,mining energy use,2025,2.167877965,GCAM-China-ref
NM,mining energy use,2025,0.226575253,GCAM-China-ref
NX,mining energy use,2025,0.044036864,GCAM-China-ref
QH,mining energy use,2025,0.126541293,GCAM-China-ref
SC,mining energy use,2025,1.432017192,GCAM-China-ref
SD,mining energy use,2025,2.211270012,GCAM-China-ref
SH,mining energy use,2025,0.320101585,GCAM-China-ref
SN,mining energy use,2025,0.609942217,GCAM-China-ref
SX,mining energy use,2025,0.824581054,GCAM-China-ref
TJ,mining energy use,2025,0.693441327,GCAM-China-ref
XJ,mining energy use,2025,0.234095108,GCAM-China-ref
XZ,mining energy use,2025,0.026070468,GCAM-China-ref
YN,mining energy use,2025,0.636187899,GCAM-China-ref
ZJ,mining energy use,2025,2.861218272,GCAM-China-ref
AH,N fertilizer,2025,1.210982733,GCAM-China-ref
BJ,N fertilizer,2025,0.676764987,GCAM-China-ref
CQ,N fertilizer,2025,0.722061348,GCAM-China-ref
FJ,N fertilizer,2025,0.690279828,GCAM-China-ref
GD,N fertilizer,2025,1.174315187,GCAM-China-ref
GS,N fertilizer,2025,0.806739412,GCAM-China-ref
GX,N fertilizer,2025,0.341410547,GCAM-China-ref
GZ,N fertilizer,2025,3.216174085,GCAM-China-ref
HA,N fertilizer,2025,1.699172395,GCAM-China-ref
HB,N fertilizer,2025,4.593810782,GCAM-China-ref
HE,N fertilizer,2025,2.58575299,GCAM-China-ref
HI,N fertilizer,2025,0.090810384,GCAM-China-ref
HL,N fertilizer,2025,5.285806305,GCAM-China-ref
HN,N fertilizer,2025,8.337335402,GCAM-China-ref
JL,N fertilizer,2025,0.718136916,GCAM-China-ref
JS,N fertilizer,2025,0.979764348,GCAM-China-ref
JX,N fertilizer,2025,0.332566385,GCAM-China-ref
LN,N fertilizer,2025,0.404595783,GCAM-China-ref
NM,N fertilizer,2025,8.327177023,GCAM-China-ref
NX,N fertilizer,2025,0.094494808,GCAM-China-ref
QH,N fertilizer,2025,0.053439139,GCAM-China-ref
SC,N fertilizer,2025,0.153678652,GCAM-China-ref
SD,N fertilizer,2025,1.739220987,GCAM-China-ref
SH,N fertilizer,2025,0.037748175,GCAM-China-ref
SN,N fertilizer,2025,0.457109671,GCAM-China-ref
SX,N fertilizer,2025,3.574028705,GCAM-China-ref
TJ,N fertilizer,2025,0.375199562,GCAM-China-ref
XJ,N fertilizer,2025,1.976133172,GCAM-China-ref
YN,N fertilizer,2025,4.128265819,GCAM-China-ref
ZJ,N fertilizer,2025,0.103942321,GCAM-China-ref
China,natural gas,2025,0.752985,GCAM-China-ref
AH,oil refining,2025,0.7870309,GCAM-China-ref
BJ,oil refining,2025,1.086245,GCAM-China-ref
CQ,oil refining,2025,0,GCAM-China-ref
FJ,oil refining,2025,1.818364,GCAM-China-ref
GD,oil refining,2025,4.998853,GCAM-China-ref
GS,oil refining,2025,1.522322,GCAM-China-ref
GX,oil refining,2025,1.465497,GCAM-China-ref
HA,oil refining,2025,0.8450174,GCAM-China-ref
HB,oil refining,2025,1.349768,GCAM-China-ref
HE,oil refining,2025,1.395915,GCAM-China-ref
HI,oil refining,2025,0.9915674,GCAM-China-ref
HL,oil refining,2025,1.662267,GCAM-China-ref
HN,oil refining,2025,0.8419366,GCAM-China-ref
JL,oil refining,2025,1.033852,GCAM-China-ref
JS,oil refining,2025,3.671125,GCAM-China-ref
JX,oil refining,2025,0.4959996,GCAM-China-ref
LN,oil refining,2025,6.657576,GCAM-China-ref
NM,oil refining,2025,0.4259878,GCAM-China-ref
NX,oil refining,2025,0.448504,GCAM-China-ref
QH,oil refining,2025,0.1482721,GCAM-China-ref
SC,oil refining,2025,0.910457,GCAM-China-ref
SD,oil refining,2025,8.086804,GCAM-China-ref
SH,oil refining,2025,2.356208,GCAM-China-ref
SN,oil refining,2025,2.205752,GCAM-China-ref
TJ,oil refining,2025,1.665782,GCAM-China-ref
XJ,oil refining,2025,2.783177,GCAM-China-ref
ZJ,oil refining,2025,2.874345,GCAM-China-ref
AH,other industrial energy use,2025,12.66719884,GCAM-China-ref
BJ,other industrial energy use,2025,3.600595138,GCAM-China-ref
CQ,other industrial energy use,2025,16.31833138,GCAM-China-ref
FJ,other industrial energy use,2025,12.9066292,GCAM-China-ref
GD,other industrial energy use,2025,25.79865029,GCAM-China-ref
GS,other industrial energy use,2025,3.695683102,GCAM-China-ref
GX,other industrial energy use,2025,11.14451996,GCAM-China-ref
GZ,other industrial energy use,2025,11.23067318,GCAM-China-ref
HA,other industrial energy use,2025,10.35857571,GCAM-China-ref
HB,other industrial energy use,2025,18.43759126,GCAM-China-ref
HE,other industrial energy use,2025,1.035157124,GCAM-China-ref
HI,other industrial energy use,2025,2.05055636,GCAM-China-ref
HL,other industrial energy use,2025,8.056705239,GCAM-China-ref
HN,other industrial energy use,2025,18.78395361,GCAM-China-ref
JL,other industrial energy use,2025,18.13029973,GCAM-China-ref
JS,other industrial energy use,2025,4.124668292,GCAM-China-ref
JX,other industrial energy use,2025,9.341628164,GCAM-China-ref
LN,other industrial energy use,2025,11.89951592,GCAM-China-ref
NM,other industrial energy use,2025,2.378837486,GCAM-China-ref
NX,other industrial energy use,2025,3.331479664,GCAM-China-ref
QH,other industrial energy use,2025,4.585754223,GCAM-China-ref
SC,other industrial energy use,2025,26.61320963,GCAM-China-ref
SD,other industrial energy use,2025,21.97760199,GCAM-China-ref
SH,other industrial energy use,2025,6.714524495,GCAM-China-ref
SN,other industrial energy use,2025,6.713423312,GCAM-China-ref
SX,other industrial energy use,2025,7.015191781,GCAM-China-ref
TJ,other industrial energy use,2025,9.228603557,GCAM-China-ref
XJ,other industrial energy use,2025,9.298297226,GCAM-China-ref
XZ,other industrial energy use,2025,1.305656266,GCAM-China-ref
YN,other industrial energy use,2025,6.514592745,GCAM-China-ref
ZJ,other industrial energy use,2025,12.19453669,GCAM-China-ref
AH,other industrial feedstocks,2025,1.238976363,GCAM-China-ref
BJ,other industrial feedstocks,2025,0.099612609,GCAM-China-ref
CQ,other industrial feedstocks,2025,1.04184,GCAM-China-ref
FJ,other industrial feedstocks,2025,0.699686345,GCAM-China-ref
GD,other industrial feedstocks,2025,0.989151332,GCAM-China-ref
GS,other industrial feedstocks,2025,0.838758012,GCAM-China-ref
GX,other industrial feedstocks,2025,0.806402663,GCAM-China-ref
GZ,other industrial feedstocks,2025,2.086236101,GCAM-China-ref
HA,other industrial feedstocks,2025,4.200370646,GCAM-China-ref
HB,other industrial feedstocks,2025,2.594653565,GCAM-China-ref
HE,other industrial feedstocks,2025,1.153533812,GCAM-China-ref
HI,other industrial feedstocks,2025,0.836223,GCAM-China-ref
HL,other industrial feedstocks,2025,0.0973694,GCAM-China-ref
HN,other industrial feedstocks,2025,0.788688571,GCAM-China-ref
JL,other industrial feedstocks,2025,0.357250577,GCAM-China-ref
JS,other industrial feedstocks,2025,1.400746632,GCAM-China-ref
JX,other industrial feedstocks,2025,0.691551722,GCAM-China-ref
LN,other industrial feedstocks,2025,0.62206598,GCAM-China-ref
NM,other industrial feedstocks,2025,9.134928027,GCAM-China-ref
NX,other industrial feedstocks,2025,3.018818377,GCAM-China-ref
QH,other industrial feedstocks,2025,0.557752379,GCAM-China-ref
SC,other industrial feedstocks,2025,1.287758873,GCAM-China-ref
SD,other industrial feedstocks,2025,3.202657221,GCAM-China-ref
SH,other industrial feedstocks,2025,0.981576165,GCAM-China-ref
SN,other industrial feedstocks,2025,4.677307775,GCAM-China-ref
SX,other industrial feedstocks,2025,3.109124,GCAM-China-ref
TJ,other industrial feedstocks,2025,0.360187212,GCAM-China-ref
XJ,other industrial feedstocks,2025,0.015796922,GCAM-China-ref
XZ,other industrial feedstocks,2025,0.109246268,GCAM-China-ref
YN,other industrial feedstocks,2025,1.661692878,GCAM-China-ref
ZJ,other industrial feedstocks,2025,0.400097578,GCAM-China-ref
AH,peak generation,2025,0.299853439,GCAM-China-ref
BJ,peak generation,2025,0.340429785,GCAM-China-ref
CQ,peak generation,2025,0.103914538,GCAM-China-ref
FJ,peak generation,2025,0.16727718,GCAM-China-ref
GD,peak generation,2025,0.504063268,GCAM-China-ref
GS,peak generation,2025,0.081121535,GCAM-China-ref
GX,peak generation,2025,0.086132184,GCAM-China-ref
GZ,peak generation,2025,0.170585062,GCAM-China-ref
HA,peak generation,2025,0.562353262,GCAM-China-ref
HB,peak generation,2025,0.237852655,GCAM-China-ref
HE,peak generation,2025,0.112247163,GCAM-China-ref
HI,peak generation,2025,0.03654525,GCAM-China-ref
HL,peak generation,2025,0.118799388,GCAM-China-ref
HN,peak generation,2025,0.164034212,GCAM-China-ref
JL,peak generation,2025,0.087160172,GCAM-China-ref
JS,peak generation,2025,0.626527738,GCAM-China-ref
JX,peak generation,2025,0.183994949,GCAM-China-ref
LN,peak generation,2025,0.196336109,GCAM-China-ref
NM,peak generation,2025,0.067912648,GCAM-China-ref
NX,peak generation,2025,0.112020934,GCAM-China-ref
QH,peak generation,2025,0.035273213,GCAM-China-ref
SC,peak generation,2025,0.099113721,GCAM-China-ref
SD,peak generation,2025,0.113409131,GCAM-China-ref
SH,peak generation,2025,0.12222481,GCAM-China-ref
SN,peak generation,2025,0.138239875,GCAM-China-ref
SX,peak generation,2025,0.113061538,GCAM-China-ref
TJ,peak generation,2025,0.058984458,GCAM-China-ref
XJ,peak generation,2025,0.295914292,GCAM-China-ref
XZ,peak generation,2025,0,GCAM-China-ref
YN,peak generation,2025,0.043936253,GCAM-China-ref
ZJ,peak generation,2025,0.335426024,GCAM-China-ref
AH,process heat cement,2025,4.091756869,GCAM-China-ref
BJ,process heat cement,2025,0.291716184,GCAM-China-ref
CQ,process heat cement,2025,2.576934965,GCAM-China-ref
FJ,process heat cement,2025,2.310986807,GCAM-China-ref
GD,process heat cement,2025,4.28600293,GCAM-China-ref
GS,process heat cement,2025,1.810438113,GCAM-China-ref
GX,process heat cement,2025,3.127007584,GCAM-China-ref
GZ,process heat cement,2025,2.846484036,GCAM-China-ref
HA,process heat cement,2025,6.248924233,GCAM-China-ref
HB,process heat cement,2025,4.782167008,GCAM-China-ref
HE,process heat cement,2025,14.69344292,GCAM-China-ref
HI,process heat cement,2025,0.137796344,GCAM-China-ref
HL,process heat cement,2025,2.381228151,GCAM-China-ref
HN,process heat cement,2025,4.145314251,GCAM-China-ref
JL,process heat cement,2025,2.695551131,GCAM-China-ref
JS,process heat cement,2025,7.327999891,GCAM-China-ref
JX,process heat cement,2025,2.939969663,GCAM-China-ref
LN,process heat cement,2025,6.269133941,GCAM-China-ref
NM,process heat cement,2025,6.966971892,GCAM-China-ref
NX,process heat cement,2025,1.514824443,GCAM-China-ref
QH,process heat cement,2025,0.628880226,GCAM-China-ref
SC,process heat cement,2025,5.353378928,GCAM-China-ref
SD,process heat cement,2025,11.70881819,GCAM-China-ref
SH,process heat cement,2025,1.581985224,GCAM-China-ref
SN,process heat cement,2025,3.189772451,GCAM-China-ref
SX,process heat cement,2025,6.936231901,GCAM-China-ref
TJ,process heat cement,2025,2.030208586,GCAM-China-ref
XJ,process heat cement,2025,2.801436002,GCAM-China-ref
XZ,process heat cement,2025,0.079815601,GCAM-China-ref
YN,process heat cement,2025,3.380109012,GCAM-China-ref
ZJ,process heat cement,2025,2.86317451,GCAM-China-ref
GD,refined liquids enduse,2025,0.000127985,GCAM-China-ref
GS,refined liquids enduse,2025,0.000101962,GCAM-China-ref
GX,refined liquids enduse,2025,3.50E-05,GCAM-China-ref
GZ,refined liquids enduse,2025,2.39E-05,GCAM-China-ref
HA,refined liquids enduse,2025,3.58E-05,GCAM-China-ref
HE,refined liquids enduse,2025,6.48E-05,GCAM-China-ref
HI,refined liquids enduse,2025,7.12E-05,GCAM-China-ref
SC,refined liquids enduse,2025,2.13E-05,GCAM-China-ref
BJ,refined liquids industrial,2025,0.00017305,GCAM-China-ref
CQ,refined liquids industrial,2025,1.72E-05,GCAM-China-ref
GS,refined liquids industrial,2025,1.54E-05,GCAM-China-ref
HL,refined liquids industrial,2025,0.000100839,GCAM-China-ref
China,refining,2025,0.002261641,GCAM-China-ref
China,regional biomass,2025,-104.251,GCAM-China-ref
China,regional biomassOil,2025,-1.83099,GCAM-China-ref
China,regional corn for ethanol,2025,-1.83029,GCAM-China-ref
China,regional sugar for ethanol,2025,-0.00250824,GCAM-China-ref
AH,resid_rural heating,2025,0.667888453,GCAM-China-ref
BJ,resid_rural heating,2025,2.203984557,GCAM-China-ref
CQ,resid_rural heating,2025,0.162801218,GCAM-China-ref
FJ,resid_rural heating,2025,0.359713942,GCAM-China-ref
GD,resid_rural heating,2025,2.043039569,GCAM-China-ref
GS,resid_rural heating,2025,1.166841677,GCAM-China-ref
GX,resid_rural heating,2025,0.21795239,GCAM-China-ref
GZ,resid_rural heating,2025,0.476242256,GCAM-China-ref
HA,resid_rural heating,2025,1.741625642,GCAM-China-ref
HB,resid_rural heating,2025,1.015085251,GCAM-China-ref
HE,resid_rural heating,2025,4.513957231,GCAM-China-ref
HI,resid_rural heating,2025,0.039024319,GCAM-China-ref
HL,resid_rural heating,2025,0.351489,GCAM-China-ref
HN,resid_rural heating,2025,0.63555627,GCAM-China-ref
JL,resid_rural heating,2025,0.544496765,GCAM-China-ref
JS,resid_rural heating,2025,0.475761922,GCAM-China-ref
JX,resid_rural heating,2025,0.295985601,GCAM-China-ref
LN,resid_rural heating,2025,0.813515385,GCAM-China-ref
NM,resid_rural heating,2025,0.924355637,GCAM-China-ref
NX,resid_rural heating,2025,0.178251412,GCAM-China-ref
QH,resid_rural heating,2025,0.312402182,GCAM-China-ref
SC,resid_rural heating,2025,0.957524064,GCAM-China-ref
SD,resid_rural heating,2025,1.910885893,GCAM-China-ref
SH,resid_rural heating,2025,1.487046628,GCAM-China-ref
SN,resid_rural heating,2025,0.895291436,GCAM-China-ref
SX,resid_rural heating,2025,2.4249456,GCAM-China-ref
TJ,resid_rural heating,2025,0.630037969,GCAM-China-ref
XJ,resid_rural heating,2025,0.676561742,GCAM-China-ref
XZ,resid_rural heating,2025,0.279788542,GCAM-China-ref
YN,resid_rural heating,2025,0.628468876,GCAM-China-ref
ZJ,resid_rural heating,2025,1.278243296,GCAM-China-ref
AH,resid_rural hot water_cooking,2025,1.040445583,GCAM-China-ref
BJ,resid_rural hot water_cooking,2025,1.721594705,GCAM-China-ref
CQ,resid_rural hot water_cooking,2025,0.212989062,GCAM-China-ref
FJ,resid_rural hot water_cooking,2025,0.353424145,GCAM-China-ref
GD,resid_rural hot water_cooking,2025,1.739316851,GCAM-China-ref
GS,resid_rural hot water_cooking,2025,0.642761223,GCAM-China-ref
GX,resid_rural hot water_cooking,2025,0.170922273,GCAM-China-ref
GZ,resid_rural hot water_cooking,2025,2.882122028,GCAM-China-ref
HA,resid_rural hot water_cooking,2025,1.59096213,GCAM-China-ref
HB,resid_rural hot water_cooking,2025,2.834596242,GCAM-China-ref
HE,resid_rural hot water_cooking,2025,3.541246761,GCAM-China-ref
HI,resid_rural hot water_cooking,2025,0.017035302,GCAM-China-ref
HL,resid_rural hot water_cooking,2025,0.0944116,GCAM-China-ref
HN,resid_rural hot water_cooking,2025,1.512876178,GCAM-China-ref
JL,resid_rural hot water_cooking,2025,0.353449465,GCAM-China-ref
JS,resid_rural hot water_cooking,2025,0.232119901,GCAM-China-ref
JX,resid_rural hot water_cooking,2025,0.566029298,GCAM-China-ref
LN,resid_rural hot water_cooking,2025,0.519085909,GCAM-China-ref
NM,resid_rural hot water_cooking,2025,0.814074031,GCAM-China-ref
NX,resid_rural hot water_cooking,2025,0.115565933,GCAM-China-ref
QH,resid_rural hot water_cooking,2025,0.31579392,GCAM-China-ref
SC,resid_rural hot water_cooking,2025,1.872028032,GCAM-China-ref
SD,resid_rural hot water_cooking,2025,1.979298051,GCAM-China-ref
SH,resid_rural hot water_cooking,2025,1.269435917,GCAM-China-ref
SN,resid_rural hot water_cooking,2025,0.813621033,GCAM-China-ref
SX,resid_rural hot water_cooking,2025,1.645317077,GCAM-China-ref
TJ,resid_rural hot water_cooking,2025,0.528817034,GCAM-China-ref
XJ,resid_rural hot water_cooking,2025,0.483036306,GCAM-China-ref
XZ,resid_rural hot water_cooking,2025,0.341577309,GCAM-China-ref
YN,resid_rural hot water_cooking,2025,3.408441401,GCAM-China-ref
ZJ,resid_rural hot water_cooking,2025,0.916788184,GCAM-China-ref
AH,resid_urban heating,2025,1.494986106,GCAM-China-ref
BJ,resid_urban heating,2025,1.969900671,GCAM-China-ref
CQ,resid_urban heating,2025,1.864679968,GCAM-China-ref
FJ,resid_urban heating,2025,0.05904258,GCAM-China-ref
GD,resid_urban heating,2025,0.7639952,GCAM-China-ref
GS,resid_urban heating,2025,0.544440249,GCAM-China-ref
GX,resid_urban heating,2025,0.11995626,GCAM-China-ref
GZ,resid_urban heating,2025,0.388705494,GCAM-China-ref
HA,resid_urban heating,2025,1.746011426,GCAM-China-ref
HB,resid_urban heating,2025,1.038071498,GCAM-China-ref
HE,resid_urban heating,2025,2.968137796,GCAM-China-ref
HI,resid_urban heating,2025,0.01915114,GCAM-China-ref
HL,resid_urban heating,2025,2.274953401,GCAM-China-ref
HN,resid_urban heating,2025,0.880132662,GCAM-China-ref
JL,resid_urban heating,2025,2.23563004,GCAM-China-ref
JS,resid_urban heating,2025,1.99145863,GCAM-China-ref
JX,resid_urban heating,2025,0.545989462,GCAM-China-ref
LN,resid_urban heating,2025,2.458004256,GCAM-China-ref
NM,resid_urban heating,2025,0.885429276,GCAM-China-ref
NX,resid_urban heating,2025,0.247958132,GCAM-China-ref
QH,resid_urban heating,2025,0.509014217,GCAM-China-ref
SC,resid_urban heating,2025,3.471312099,GCAM-China-ref
SD,resid_urban heating,2025,2.742844791,GCAM-China-ref
SH,resid_urban heating,2025,1.316023546,GCAM-China-ref
SN,resid_urban heating,2025,2.029910955,GCAM-China-ref
SX,resid_urban heating,2025,2.54769304,GCAM-China-ref
TJ,resid_urban heating,2025,0.592451098,GCAM-China-ref
XJ,resid_urban heating,2025,1.857101874,GCAM-China-ref
XZ,resid_urban heating,2025,0.229167841,GCAM-China-ref
YN,resid_urban heating,2025,0.20215191,GCAM-China-ref
ZJ,resid_urban heating,2025,1.534260914,GCAM-China-ref
AH,resid_urban hot water_cooking,2025,1.397710654,GCAM-China-ref
BJ,resid_urban hot water_cooking,2025,2.614577713,GCAM-China-ref
CQ,resid_urban hot water_cooking,2025,1.012177027,GCAM-China-ref
FJ,resid_urban hot water_cooking,2025,0.706828252,GCAM-China-ref
GD,resid_urban hot water_cooking,2025,5.846943266,GCAM-China-ref
GS,resid_urban hot water_cooking,2025,0.481594116,GCAM-China-ref
GX,resid_urban hot water_cooking,2025,0.829643057,GCAM-China-ref
GZ,resid_urban hot water_cooking,2025,1.07339529,GCAM-China-ref
HA,resid_urban hot water_cooking,2025,1.640822958,GCAM-China-ref
HB,resid_urban hot water_cooking,2025,2.19100377,GCAM-China-ref
HE,resid_urban hot water_cooking,2025,1.823836233,GCAM-China-ref
HI,resid_urban hot water_cooking,2025,0.279009368,GCAM-China-ref
HL,resid_urban hot water_cooking,2025,1.073250743,GCAM-China-ref
HN,resid_urban hot water_cooking,2025,1.624820603,GCAM-China-ref
JL,resid_urban hot water_cooking,2025,0.855745028,GCAM-China-ref
JS,resid_urban hot water_cooking,2025,1.970795761,GCAM-China-ref
JX,resid_urban hot water_cooking,2025,0.778583593,GCAM-China-ref
LN,resid_urban hot water_cooking,2025,1.275012639,GCAM-China-ref
NM,resid_urban hot water_cooking,2025,0.429944894,GCAM-China-ref
NX,resid_urban hot water_cooking,2025,0.079850489,GCAM-China-ref
QH,resid_urban hot water_cooking,2025,0.195398685,GCAM-China-ref
SC,resid_urban hot water_cooking,2025,2.262804436,GCAM-China-ref
SD,resid_urban hot water_cooking,2025,3.037144993,GCAM-China-ref
SH,resid_urban hot water_cooking,2025,1.569333878,GCAM-China-ref
SN,resid_urban hot water_cooking,2025,1.776931994,GCAM-China-ref
SX,resid_urban hot water_cooking,2025,1.20542293,GCAM-China-ref
TJ,resid_urban hot water_cooking,2025,1.06225337,GCAM-China-ref
XJ,resid_urban hot water_cooking,2025,0.723561511,GCAM-China-ref
XZ,resid_urban hot water_cooking,2025,0.327397902,GCAM-China-ref
YN,resid_urban hot water_cooking,2025,0.645120309,GCAM-China-ref
ZJ,resid_urban hot water_cooking,2025,1.559652847,GCAM-China-ref
AH,subpeak generation,2025,1.32897896,GCAM-China-ref
BJ,subpeak generation,2025,0.595680877,GCAM-China-ref
CQ,subpeak generation,2025,0.698488379,GCAM-China-ref
FJ,subpeak generation,2025,1.044790015,GCAM-China-ref
GD,subpeak generation,2025,4.644013919,GCAM-China-ref
GS,subpeak generation,2025,0.796457091,GCAM-China-ref
GX,subpeak generation,2025,0.801400062,GCAM-China-ref
GZ,subpeak generation,2025,1.568185264,GCAM-China-ref
HA,subpeak generation,2025,3.841071529,GCAM-China-ref
HB,subpeak generation,2025,1.60801816,GCAM-China-ref
HE,subpeak generation,2025,1.457467635,GCAM-China-ref
HI,subpeak generation,2025,0.377947597,GCAM-China-ref
HL,subpeak generation,2025,0.693733612,GCAM-China-ref
HN,subpeak generation,2025,1.121874244,GCAM-China-ref
JL,subpeak generation,2025,0.585251145,GCAM-China-ref
JS,subpeak generation,2025,3.03340173,GCAM-China-ref
JX,subpeak generation,2025,1.251211678,GCAM-China-ref
LN,subpeak generation,2025,1.10298387,GCAM-China-ref
NM,subpeak generation,2025,2.248409173,GCAM-China-ref
NX,subpeak generation,2025,1.149291973,GCAM-China-ref
QH,subpeak generation,2025,0.157659658,GCAM-China-ref
SC,subpeak generation,2025,0.698543693,GCAM-China-ref
SD,subpeak generation,2025,2.985508723,GCAM-China-ref
SH,subpeak generation,2025,0.709001625,GCAM-China-ref
SN,subpeak generation,2025,1.367359495,GCAM-China-ref
SX,subpeak generation,2025,1.594254629,GCAM-China-ref
TJ,subpeak generation,2025,0.433916292,GCAM-China-ref
XJ,subpeak generation,2025,2.390575499,GCAM-China-ref
XZ,subpeak generation,2025,0,GCAM-China-ref
YN,subpeak generation,2025,0.404014603,GCAM-China-ref
ZJ,subpeak generation,2025,1.832266748,GCAM-China-ref
AH,trn_aviation_intl,2025,0.071039239,GCAM-China-ref
BJ,trn_aviation_intl,2025,3.111603507,GCAM-China-ref
CQ,trn_aviation_intl,2025,0.340520432,GCAM-China-ref
FJ,trn_aviation_intl,2025,0.637391331,GCAM-China-ref
GD,trn_aviation_intl,2025,1.740811407,GCAM-China-ref
GS,trn_aviation_intl,2025,0.035300858,GCAM-China-ref
GX,trn_aviation_intl,2025,0.567133948,GCAM-China-ref
GZ,trn_aviation_intl,2025,0.210617828,GCAM-China-ref
HA,trn_aviation_intl,2025,0.318244637,GCAM-China-ref
HB,trn_aviation_intl,2025,0.217205264,GCAM-China-ref
HE,trn_aviation_intl,2025,0.0867274,GCAM-China-ref
HI,trn_aviation_intl,2025,0.576710277,GCAM-China-ref
HL,trn_aviation_intl,2025,0.406179454,GCAM-China-ref
HN,trn_aviation_intl,2025,0.256257502,GCAM-China-ref
JL,trn_aviation_intl,2025,0.001311137,GCAM-China-ref
JS,trn_aviation_intl,2025,0.48411873,GCAM-China-ref
JX,trn_aviation_intl,2025,0.010188075,GCAM-China-ref
LN,trn_aviation_intl,2025,0.123609724,GCAM-China-ref
NM,trn_aviation_intl,2025,0,GCAM-China-ref
NX,trn_aviation_intl,2025,0,GCAM-China-ref
QH,trn_aviation_intl,2025,0,GCAM-China-ref
SC,trn_aviation_intl,2025,1.272208803,GCAM-China-ref
SD,trn_aviation_intl,2025,0.020113811,GCAM-China-ref
SH,trn_aviation_intl,2025,2.651951126,GCAM-China-ref
SN,trn_aviation_intl,2025,0.222734481,GCAM-China-ref
SX,trn_aviation_intl,2025,0.134854752,GCAM-China-ref
TJ,trn_aviation_intl,2025,0.352647273,GCAM-China-ref
XJ,trn_aviation_intl,2025,0.155229773,GCAM-China-ref
YN,trn_aviation_intl,2025,0.529188016,GCAM-China-ref
ZJ,trn_aviation_intl,2025,0.64969924,GCAM-China-ref
AH,trn_freight,2025,0.916608399,GCAM-China-ref
BJ,trn_freight,2025,0.273358163,GCAM-China-ref
CQ,trn_freight,2025,0.740913342,GCAM-China-ref
FJ,trn_freight,2025,1.414440547,GCAM-China-ref
GD,trn_freight,2025,4.179225062,GCAM-China-ref
GS,trn_freight,2025,0.497210251,GCAM-China-ref
GX,trn_freight,2025,0.799778986,GCAM-China-ref
GZ,trn_freight,2025,0.504724267,GCAM-China-ref
HA,trn_freight,2025,0.910096237,GCAM-China-ref
HB,trn_freight,2025,1.864336034,GCAM-China-ref
HE,trn_freight,2025,0.884625087,GCAM-China-ref
HI,trn_freight,2025,0.539590382,GCAM-China-ref
HL,trn_freight,2025,0.323930384,GCAM-China-ref
HN,trn_freight,2025,1.443351989,GCAM-China-ref
JL,trn_freight,2025,0.419722548,GCAM-China-ref
JS,trn_freight,2025,2.049816545,GCAM-China-ref
JX,trn_freight,2025,0.644229826,GCAM-China-ref
LN,trn_freight,2025,3.105000476,GCAM-China-ref
NM,trn_freight,2025,0.445765035,GCAM-China-ref
NX,trn_freight,2025,0.169939585,GCAM-China-ref
QH,trn_freight,2025,0.130111678,GCAM-China-ref
SC,trn_freight,2025,0.424271471,GCAM-China-ref
SD,trn_freight,2025,4.107416558,GCAM-China-ref
SH,trn_freight,2025,6.979007126,GCAM-China-ref
SN,trn_freight,2025,0.766185945,GCAM-China-ref
SX,trn_freight,2025,0.703460557,GCAM-China-ref
TJ,trn_freight,2025,0.789648703,GCAM-China-ref
XJ,trn_freight,2025,0.5969746,GCAM-China-ref
XZ,trn_freight,2025,0.689021409,GCAM-China-ref
YN,trn_freight,2025,0.825434722,GCAM-China-ref
ZJ,trn_freight,2025,1.925976101,GCAM-China-ref
AH,trn_freight_road,2025,4.690097063,GCAM-China-ref
BJ,trn_freight_road,2025,1.189076614,GCAM-China-ref
CQ,trn_freight_road,2025,3.233677456,GCAM-China-ref
FJ,trn_freight_road,2025,2.910637294,GCAM-China-ref
GD,trn_freight_road,2025,10.23718028,GCAM-China-ref
GS,trn_freight_road,2025,2.497895613,GCAM-China-ref
GX,trn_freight_road,2025,3.311163669,GCAM-China-ref
GZ,trn_freight_road,2025,2.568409707,GCAM-China-ref
HA,trn_freight_road,2025,4.439914114,GCAM-China-ref
HB,trn_freight_road,2025,3.711037698,GCAM-China-ref
HE,trn_freight_road,2025,3.759004055,GCAM-China-ref
HI,trn_freight_road,2025,0.499974845,GCAM-China-ref
HL,trn_freight_road,2025,1.693413004,GCAM-China-ref
HN,trn_freight_road,2025,4.335887631,GCAM-China-ref
JL,trn_freight_road,2025,1.875321032,GCAM-China-ref
