region,sector,Year,co2.emiss,scenario
JS,coke,2050,1.919784,GCAM-China-ref
JX,coke,2050,2.8692432,GCAM-China-ref
LN,coke,2050,1.62523436,GCAM-China-ref
NM,coke,2050,2.01487247,GCAM-China-ref
NX,coke,2050,0.24075578,GCAM-China-ref
QH,coke,2050,0,GCAM-China-ref
SC,coke,2050,1.04527334,GCAM-China-ref
SD,coke,2050,2.66874878,GCAM-China-ref
SH,coke,2050,1.47067518,GCAM-China-ref
SN,coke,2050,0.8950304,GCAM-China-ref
SX,coke,2050,2.3829381,GCAM-China-ref
TJ,coke,2050,0.151049889,GCAM-China-ref
XJ,coke,2050,0.53225897,GCAM-China-ref
YN,coke,2050,4.0429944,GCAM-China-ref
ZJ,coke,2050,1.05338418,GCAM-China-ref
AH,comm heating,2050,1.574468579,GCAM-China-ref
BJ,comm heating,2050,1.519983583,GCAM-China-ref
CQ,comm heating,2050,1.572591922,GCAM-China-ref
FJ,comm heating,2050,0.259556038,GCAM-China-ref
GD,comm heating,2050,1.8315033,GCAM-China-ref
GS,comm heating,2050,0.598740874,GCAM-China-ref
GX,comm heating,2050,0.15107354,GCAM-China-ref
GZ,comm heating,2050,1.361857534,GCAM-China-ref
HA,comm heating,2050,2.825807873,GCAM-China-ref
HB,comm heating,2050,2.994640657,GCAM-China-ref
HE,comm heating,2050,1.890573297,GCAM-China-ref
HI,comm heating,2050,0.14795096,GCAM-China-ref
HL,comm heating,2050,3.476819025,GCAM-China-ref
HN,comm heating,2050,2.583601279,GCAM-China-ref
JL,comm heating,2050,1.112620701,GCAM-China-ref
JS,comm heating,2050,0.77412732,GCAM-China-ref
JX,comm heating,2050,0.986036613,GCAM-China-ref
LN,comm heating,2050,1.231003082,GCAM-China-ref
NM,comm heating,2050,3.086734504,GCAM-China-ref
NX,comm heating,2050,0.310982868,GCAM-China-ref
QH,comm heating,2050,0.468249285,GCAM-China-ref
SC,comm heating,2050,4.314670493,GCAM-China-ref
SD,comm heating,2050,2.863636856,GCAM-China-ref
SH,comm heating,2050,1.807757366,GCAM-China-ref
SN,comm heating,2050,1.789376415,GCAM-China-ref
SX,comm heating,2050,1.72478372,GCAM-China-ref
TJ,comm heating,2050,1.931860119,GCAM-China-ref
XJ,comm heating,2050,2.119915073,GCAM-China-ref
XZ,comm heating,2050,1.092965458,GCAM-China-ref
YN,comm heating,2050,1.676843649,GCAM-China-ref
ZJ,comm heating,2050,2.410767666,GCAM-China-ref
AH,comm hot water_cooking,2050,0.17096598,GCAM-China-ref
BJ,comm hot water_cooking,2050,0.434069873,GCAM-China-ref
CQ,comm hot water_cooking,2050,0.160446213,GCAM-China-ref
FJ,comm hot water_cooking,2050,0.209767107,GCAM-China-ref
GD,comm hot water_cooking,2050,4.503453108,GCAM-China-ref
GS,comm hot water_cooking,2050,0.159521912,GCAM-China-ref
GX,comm hot water_cooking,2050,1.357307424,GCAM-China-ref
GZ,comm hot water_cooking,2050,0.979496164,GCAM-China-ref
HA,comm hot water_cooking,2050,0.500461308,GCAM-China-ref
HB,comm hot water_cooking,2050,0.877813591,GCAM-China-ref
HE,comm hot water_cooking,2050,0.382624398,GCAM-China-ref
HI,comm hot water_cooking,2050,0.119155791,GCAM-China-ref
HL,comm hot water_cooking,2050,0.122836394,GCAM-China-ref
HN,comm hot water_cooking,2050,0.990038445,GCAM-China-ref
JL,comm hot water_cooking,2050,0.018482564,GCAM-China-ref
JS,comm hot water_cooking,2050,0.072626963,GCAM-China-ref
JX,comm hot water_cooking,2050,0.232292863,GCAM-China-ref
LN,comm hot water_cooking,2050,0.03783574,GCAM-China-ref
NM,comm hot water_cooking,2050,0.044472573,GCAM-China-ref
NX,comm hot water_cooking,2050,0.0047456,GCAM-China-ref
QH,comm hot water_cooking,2050,0.01677182,GCAM-China-ref
SC,comm hot water_cooking,2050,0.691738121,GCAM-China-ref
SD,comm hot water_cooking,2050,0.334272161,GCAM-China-ref
SH,comm hot water_cooking,2050,0.403833392,GCAM-China-ref
SN,comm hot water_cooking,2050,0.435735352,GCAM-China-ref
SX,comm hot water_cooking,2050,0.190144194,GCAM-China-ref
TJ,comm hot water_cooking,2050,0.615110226,GCAM-China-ref
XJ,comm hot water_cooking,2050,0.061662508,GCAM-China-ref
XZ,comm hot water_cooking,2050,0.257201944,GCAM-China-ref
YN,comm hot water_cooking,2050,1.207729464,GCAM-China-ref
ZJ,comm hot water_cooking,2050,0.269320591,GCAM-China-ref
AH,construction energy use,2050,0.422930866,GCAM-China-ref
BJ,construction energy use,2050,0.200400464,GCAM-China-ref
CQ,construction energy use,2050,0.107891593,GCAM-China-ref
FJ,construction energy use,2050,0.551165102,GCAM-China-ref
GD,construction energy use,2050,0.884119958,GCAM-China-ref
GS,construction energy use,2050,0.128877561,GCAM-China-ref
GX,construction energy use,2050,0.135474343,GCAM-China-ref
GZ,construction energy use,2050,0.101305906,GCAM-China-ref
HA,construction energy use,2050,0.771725619,GCAM-China-ref
HB,construction energy use,2050,0.714909578,GCAM-China-ref
HE,construction energy use,2050,0.288054863,GCAM-China-ref
HI,construction energy use,2050,0.014055818,GCAM-China-ref
HL,construction energy use,2050,0.177982711,GCAM-China-ref
HN,construction energy use,2050,0.488713396,GCAM-China-ref
JL,construction energy use,2050,0.125747162,GCAM-China-ref
JS,construction energy use,2050,0.952988668,GCAM-China-ref
JX,construction energy use,2050,0.240760353,GCAM-China-ref
LN,construction energy use,2050,0.830674394,GCAM-China-ref
NM,construction energy use,2050,0.035328578,GCAM-China-ref
NX,construction energy use,2050,0.004185176,GCAM-China-ref
QH,construction energy use,2050,0.028002743,GCAM-China-ref
SC,construction energy use,2050,0.55022649,GCAM-China-ref
SD,construction energy use,2050,0.62557943,GCAM-China-ref
SH,construction energy use,2050,0.123675514,GCAM-China-ref
SN,construction energy use,2050,0.113497459,GCAM-China-ref
SX,construction energy use,2050,0.076436395,GCAM-China-ref
TJ,construction energy use,2050,0.255945942,GCAM-China-ref
XJ,construction energy use,2050,0.075426286,GCAM-China-ref
XZ,construction energy use,2050,0.010940811,GCAM-China-ref
YN,construction energy use,2050,0.235221586,GCAM-China-ref
ZJ,construction energy use,2050,1.135428478,GCAM-China-ref
China,crude oil,2050,1.7760725,GCAM-China-ref
China,csp_backup,2050,2.68739,GCAM-China-ref
AH,district heat,2050,1.104470819,GCAM-China-ref
BJ,district heat,2050,1.7134485,GCAM-China-ref
CQ,district heat,2050,0.734937023,GCAM-China-ref
FJ,district heat,2050,1.035731074,GCAM-China-ref
GD,district heat,2050,1.731673563,GCAM-China-ref
GS,district heat,2050,1.320742099,GCAM-China-ref
GX,district heat,2050,0.862960692,GCAM-China-ref
GZ,district heat,2050,0.065392445,GCAM-China-ref
HA,district heat,2050,2.747355109,GCAM-China-ref
HB,district heat,2050,1.205809695,GCAM-China-ref
HE,district heat,2050,6.410927997,GCAM-China-ref
HI,district heat,2050,0.056134266,GCAM-China-ref
HL,district heat,2050,6.044507421,GCAM-China-ref
HN,district heat,2050,2.032301416,GCAM-China-ref
JL,district heat,2050,2.435894221,GCAM-China-ref
JS,district heat,2050,3.619321631,GCAM-China-ref
JX,district heat,2050,0.534318628,GCAM-China-ref
LN,district heat,2050,6.433015225,GCAM-China-ref
NM,district heat,2050,6.460356604,GCAM-China-ref
NX,district heat,2050,0.716844943,GCAM-China-ref
QH,district heat,2050,0.08348758,GCAM-China-ref
SC,district heat,2050,0.858714672,GCAM-China-ref
SD,district heat,2050,9.451011468,GCAM-China-ref
SH,district heat,2050,0.978022421,GCAM-China-ref
SN,district heat,2050,1.530559432,GCAM-China-ref
SX,district heat,2050,5.065078528,GCAM-China-ref
TJ,district heat,2050,4.181208243,GCAM-China-ref
XJ,district heat,2050,7.192982572,GCAM-China-ref
YN,district heat,2050,0.166087275,GCAM-China-ref
ZJ,district heat,2050,4.904337324,GCAM-China-ref
China,gas pipeline,2050,3.71882,GCAM-China-ref
China,gas processing,2050,17.13329,GCAM-China-ref
AH,gas to liquids,2050,0.0949083,GCAM-China-ref
BJ,gas to liquids,2050,0.0949083,GCAM-China-ref
CQ,gas to liquids,2050,0.0949083,GCAM-China-ref
FJ,gas to liquids,2050,0.0949083,GCAM-China-ref
GD,gas to liquids,2050,0.0949083,GCAM-China-ref
GS,gas to liquids,2050,0.0949083,GCAM-China-ref
GX,gas to liquids,2050,0.0949083,GCAM-China-ref
GZ,gas to liquids,2050,0.0949083,GCAM-China-ref
HA,gas to liquids,2050,0.0949083,GCAM-China-ref
HB,gas to liquids,2050,0.0949083,GCAM-China-ref
HE,gas to liquids,2050,0.0949083,GCAM-China-ref
HI,gas to liquids,2050,0.0949083,GCAM-China-ref
HL,gas to liquids,2050,0.0949083,GCAM-China-ref
HN,gas to liquids,2050,0.0949083,GCAM-China-ref
JL,gas to liquids,2050,0.0949083,GCAM-China-ref
JS,gas to liquids,2050,0.0949083,GCAM-China-ref
JX,gas to liquids,2050,0.0949083,GCAM-China-ref
LN,gas to liquids,2050,0.0949083,GCAM-China-ref
NM,gas to liquids,2050,0.0949083,GCAM-China-ref
NX,gas to liquids,2050,0.0949083,GCAM-China-ref
QH,gas to liquids,2050,0.0949083,GCAM-China-ref
SC,gas to liquids,2050,0.0949083,GCAM-China-ref
SD,gas to liquids,2050,0.0949083,GCAM-China-ref
SH,gas to liquids,2050,0.0949083,GCAM-China-ref
SN,gas to liquids,2050,0.0949083,GCAM-China-ref
SX,gas to liquids,2050,0.0949083,GCAM-China-ref
TJ,gas to liquids,2050,0.0949083,GCAM-China-ref
XJ,gas to liquids,2050,0.0949083,GCAM-China-ref
XZ,gas to liquids,2050,0.0949083,GCAM-China-ref
YN,gas to liquids,2050,0.0949083,GCAM-China-ref
ZJ,gas to liquids,2050,0.0949083,GCAM-China-ref
AH,H2 central production,2050,0.221903053,GCAM-China-ref
BJ,H2 central production,2050,0.198748114,GCAM-China-ref
CQ,H2 central production,2050,0.114060433,GCAM-China-ref
FJ,H2 central production,2050,0.954462284,GCAM-China-ref
GD,H2 central production,2050,2.302669419,GCAM-China-ref
GS,H2 central production,2050,0.266330545,GCAM-China-ref
GX,H2 central production,2050,0.264294029,GCAM-China-ref
GZ,H2 central production,2050,0.126517933,GCAM-China-ref
HA,H2 central production,2050,1.426492427,GCAM-China-ref
HB,H2 central production,2050,0.341567003,GCAM-China-ref
HE,H2 central production,2050,0.943048849,GCAM-China-ref
HI,H2 central production,2050,0.030634364,GCAM-China-ref
HL,H2 central production,2050,0.123025303,GCAM-China-ref
HN,H2 central production,2050,0.310205161,GCAM-China-ref
JL,H2 central production,2050,0.110234229,GCAM-China-ref
JS,H2 central production,2050,1.548608828,GCAM-China-ref
JX,H2 central production,2050,0.297686233,GCAM-China-ref
LN,H2 central production,2050,0.606157665,GCAM-China-ref
NM,H2 central production,2050,0.46868852,GCAM-China-ref
NX,H2 central production,2050,0.202361648,GCAM-China-ref
QH,H2 central production,2050,0.1708963,GCAM-China-ref
SC,H2 central production,2050,0.209611592,GCAM-China-ref
SD,H2 central production,2050,1.005131774,GCAM-China-ref
SH,H2 central production,2050,0.723060801,GCAM-China-ref
SN,H2 central production,2050,0.263950971,GCAM-China-ref
SX,H2 central production,2050,0.483157835,GCAM-China-ref
TJ,H2 central production,2050,0.134944841,GCAM-China-ref
XJ,H2 central production,2050,0.563342058,GCAM-China-ref
XZ,H2 central production,2050,0.111083377,GCAM-China-ref
YN,H2 central production,2050,0.262779315,GCAM-China-ref
ZJ,H2 central production,2050,1.765150343,GCAM-China-ref
AH,H2 wholesale dispensing,2050,0.2280734,GCAM-China-ref
BJ,H2 wholesale dispensing,2050,0.212088,GCAM-China-ref
CQ,H2 wholesale dispensing,2050,0.1849315,GCAM-China-ref
FJ,H2 wholesale dispensing,2050,0.1784616,GCAM-China-ref
GD,H2 wholesale dispensing,2050,0.6507241,GCAM-China-ref
GS,H2 wholesale dispensing,2050,0.1733348,GCAM-China-ref
GX,H2 wholesale dispensing,2050,0.1938657,GCAM-China-ref
GZ,H2 wholesale dispensing,2050,0.1621265,GCAM-China-ref
HA,H2 wholesale dispensing,2050,0.2919041,GCAM-China-ref
HB,H2 wholesale dispensing,2050,0.2295782,GCAM-China-ref
HE,H2 wholesale dispensing,2050,0.2945083,GCAM-China-ref
HI,H2 wholesale dispensing,2050,0.05775147,GCAM-China-ref
HL,H2 wholesale dispensing,2050,0.1167275,GCAM-China-ref
HN,H2 wholesale dispensing,2050,0.253221,GCAM-China-ref
JL,H2 wholesale dispensing,2050,0.0942194,GCAM-China-ref
JS,H2 wholesale dispensing,2050,0.2837732,GCAM-China-ref
JX,H2 wholesale dispensing,2050,0.1671672,GCAM-China-ref
LN,H2 wholesale dispensing,2050,0.2912961,GCAM-China-ref
NM,H2 wholesale dispensing,2050,0.1348508,GCAM-China-ref
NX,H2 wholesale dispensing,2050,0.05412337,GCAM-China-ref
QH,H2 wholesale dispensing,2050,0.04018854,GCAM-China-ref
SC,H2 wholesale dispensing,2050,0.2095638,GCAM-China-ref
SD,H2 wholesale dispensing,2050,0.4218957,GCAM-China-ref
SH,H2 wholesale dispensing,2050,0.2693123,GCAM-China-ref
SN,H2 wholesale dispensing,2050,0.2205034,GCAM-China-ref
SX,H2 wholesale dispensing,2050,0.2556762,GCAM-China-ref
TJ,H2 wholesale dispensing,2050,0.1124542,GCAM-China-ref
XJ,H2 wholesale dispensing,2050,0.2201546,GCAM-China-ref
XZ,H2 wholesale dispensing,2050,0.1982825,GCAM-China-ref
YN,H2 wholesale dispensing,2050,0.2425089,GCAM-China-ref
ZJ,H2 wholesale dispensing,2050,0.2488544,GCAM-China-ref
AH,intermediate generation,2050,8.527834394,GCAM-China-ref
BJ,intermediate generation,2050,1.66315958,GCAM-China-ref
CQ,intermediate generation,2050,3.922811312,GCAM-China-ref
FJ,intermediate generation,2050,6.101266067,GCAM-China-ref
GD,intermediate generation,2050,20.31969647,GCAM-China-ref
GS,intermediate generation,2050,1.942917967,GCAM-China-ref
GX,intermediate generation,2050,4.252841988,GCAM-China-ref
GZ,intermediate generation,2050,6.465045008,GCAM-China-ref
HA,intermediate generation,2050,21.93800809,GCAM-China-ref
HB,intermediate generation,2050,8.9795419,GCAM-China-ref
HE,intermediate generation,2050,4.322959331,GCAM-China-ref
HI,intermediate generation,2050,1.687874707,GCAM-China-ref
HL,intermediate generation,2050,3.284648486,GCAM-China-ref
HN,intermediate generation,2050,6.554531283,GCAM-China-ref
JL,intermediate generation,2050,2.286982451,GCAM-China-ref
JS,intermediate generation,2050,20.5117899,GCAM-China-ref
JX,intermediate generation,2050,6.915598571,GCAM-China-ref
LN,intermediate generation,2050,5.210288587,GCAM-China-ref
NM,intermediate generation,2050,5.313314398,GCAM-China-ref
NX,intermediate generation,2050,2.053563651,GCAM-China-ref
QH,intermediate generation,2050,0.381688195,GCAM-China-ref
SC,intermediate generation,2050,4.118977279,GCAM-China-ref
SD,intermediate generation,2050,9.28114794,GCAM-China-ref
SH,intermediate generation,2050,4.113539974,GCAM-China-ref
SN,intermediate generation,2050,2.616824885,GCAM-China-ref
SX,intermediate generation,2050,3.666296927,GCAM-China-ref
TJ,intermediate generation,2050,1.805888674,GCAM-China-ref
XJ,intermediate generation,2050,5.489953678,GCAM-China-ref
XZ,intermediate generation,2050,0.00027192,GCAM-China-ref
YN,intermediate generation,2050,1.944823881,GCAM-China-ref
ZJ,intermediate generation,2050,11.4205387,GCAM-China-ref
AH,iron and steel,2050,2.164819048,GCAM-China-ref
BJ,iron and steel,2050,0.001332301,GCAM-China-ref
CQ,iron and steel,2050,0.588306437,GCAM-China-ref
FJ,iron and steel,2050,1.510222372,GCAM-China-ref
GD,iron and steel,2050,1.697397847,GCAM-China-ref
GS,iron and steel,2050,0.758920104,GCAM-China-ref
GX,iron and steel,2050,2.060426341,GCAM-China-ref
GZ,iron and steel,2050,0.433538666,GCAM-China-ref
HA,iron and steel,2050,2.458443463,GCAM-China-ref
HB,iron and steel,2050,2.460215332,GCAM-China-ref
HE,iron and steel,2050,16.73682284,GCAM-China-ref
HI,iron and steel,2050,0.023089881,GCAM-China-ref
HL,iron and steel,2050,0.368024023,GCAM-China-ref
HN,iron and steel,2050,1.570084093,GCAM-China-ref
JL,iron and steel,2050,0.939457525,GCAM-China-ref
JS,iron and steel,2050,7.804507004,GCAM-China-ref
JX,iron and steel,2050,1.314248341,GCAM-China-ref
LN,iron and steel,2050,5.342946115,GCAM-China-ref
NM,iron and steel,2050,1.559991158,GCAM-China-ref
NX,iron and steel,2050,0.162346991,GCAM-China-ref
QH,iron and steel,2050,0.107804806,GCAM-China-ref
SC,iron and steel,2050,1.668763591,GCAM-China-ref
SD,iron and steel,2050,5.865887614,GCAM-China-ref
SH,iron and steel,2050,1.581226752,GCAM-China-ref
SN,iron and steel,2050,0.919514829,GCAM-China-ref
SX,iron and steel,2050,3.658097963,GCAM-China-ref
TJ,iron and steel,2050,1.839517215,GCAM-China-ref
XJ,iron and steel,2050,0.664519109,GCAM-China-ref
YN,iron and steel,2050,1.784142361,GCAM-China-ref
ZJ,iron and steel,2050,1.495453295,GCAM-China-ref
AH,mining energy use,2050,0.546787709,GCAM-China-ref
BJ,mining energy use,2050,0.07779037,GCAM-China-ref
CQ,mining energy use,2050,0.296057303,GCAM-China-ref
FJ,mining energy use,2050,0.815045861,GCAM-China-ref
GD,mining energy use,2050,1.21677618,GCAM-China-ref
GS,mining energy use,2050,0.247429626,GCAM-China-ref
GX,mining energy use,2050,0.211852722,GCAM-China-ref
GZ,mining energy use,2050,0.153336144,GCAM-China-ref
HA,mining energy use,2050,2.180202408,GCAM-China-ref
HB,mining energy use,2050,0.989334104,GCAM-China-ref
HE,mining energy use,2050,0.85926396,GCAM-China-ref
HI,mining energy use,2050,0.00849931,GCAM-China-ref
HL,mining energy use,2050,0.260805842,GCAM-China-ref
HN,mining energy use,2050,0.856922356,GCAM-China-ref
JL,mining energy use,2050,0.183742103,GCAM-China-ref
JS,mining energy use,2050,2.951816904,GCAM-China-ref
JX,mining energy use,2050,0.411141921,GCAM-China-ref
LN,mining energy use,2050,1.212603005,GCAM-China-ref
NM,mining energy use,2050,0.110166408,GCAM-China-ref
NX,mining energy use,2050,0.018942264,GCAM-China-ref
QH,mining energy use,2050,0.065905857,GCAM-China-ref
SC,mining energy use,2050,0.824713278,GCAM-China-ref
SD,mining energy use,2050,1.154048284,GCAM-China-ref
SH,mining energy use,2050,0.183249445,GCAM-China-ref
SN,mining energy use,2050,0.299267827,GCAM-China-ref
SX,mining energy use,2050,0.400436512,GCAM-China-ref
TJ,mining energy use,2050,0.48318329,GCAM-China-ref
XJ,mining energy use,2050,0.120393136,GCAM-China-ref
XZ,mining energy use,2050,0.013528656,GCAM-China-ref
YN,mining energy use,2050,0.390218216,GCAM-China-ref
ZJ,mining energy use,2050,1.649161088,GCAM-China-ref
AH,N fertilizer,2050,0.397407981,GCAM-China-ref
BJ,N fertilizer,2050,0.223570428,GCAM-China-ref
CQ,N fertilizer,2050,0.244576839,GCAM-China-ref
FJ,N fertilizer,2050,0.262429686,GCAM-China-ref
GD,N fertilizer,2050,0.450838398,GCAM-China-ref
GS,N fertilizer,2050,0.262433962,GCAM-China-ref
GX,N fertilizer,2050,0.132668056,GCAM-China-ref
GZ,N fertilizer,2050,0.971678492,GCAM-China-ref
HA,N fertilizer,2050,0.551625254,GCAM-China-ref
HB,N fertilizer,2050,1.535863559,GCAM-China-ref
HE,N fertilizer,2050,0.833805544,GCAM-China-ref
HI,N fertilizer,2050,0.035351384,GCAM-China-ref
HL,N fertilizer,2050,1.730612937,GCAM-China-ref
HN,N fertilizer,2050,2.752571377,GCAM-China-ref
JL,N fertilizer,2050,0.233570968,GCAM-China-ref
JS,N fertilizer,2050,0.322827084,GCAM-China-ref
JX,N fertilizer,2050,0.125622791,GCAM-China-ref
LN,N fertilizer,2050,0.13118202,GCAM-China-ref
NM,N fertilizer,2050,2.684937574,GCAM-China-ref
NX,N fertilizer,2050,0.030697989,GCAM-China-ref
QH,N fertilizer,2050,0.017536471,GCAM-China-ref
SC,N fertilizer,2050,0.051660771,GCAM-China-ref
SD,N fertilizer,2050,0.571115602,GCAM-China-ref
SH,N fertilizer,2050,0.014525681,GCAM-China-ref
SN,N fertilizer,2050,0.148733816,GCAM-China-ref
SX,N fertilizer,2050,1.156750512,GCAM-China-ref
TJ,N fertilizer,2050,0.121292841,GCAM-China-ref
XJ,N fertilizer,2050,0.628673173,GCAM-China-ref
YN,N fertilizer,2050,1.57440441,GCAM-China-ref
ZJ,N fertilizer,2050,0.042241111,GCAM-China-ref
China,natural gas,2050,1.246791,GCAM-China-ref
AH,oil refining,2050,0.6156823,GCAM-China-ref
BJ,oil refining,2050,0.8499915,GCAM-China-ref
CQ,oil refining,2050,0,GCAM-China-ref
FJ,oil refining,2050,1.4224572,GCAM-China-ref
GD,oil refining,2050,3.936637,GCAM-China-ref
GS,oil refining,2050,1.1966303,GCAM-China-ref
GX,oil refining,2050,1.1541245,GCAM-China-ref
HA,oil refining,2050,0.6605912,GCAM-China-ref
HB,oil refining,2050,1.0551862,GCAM-China-ref
HE,oil refining,2050,1.0923153,GCAM-China-ref
HI,oil refining,2050,0.7809409,GCAM-China-ref
HL,oil refining,2050,1.3027033,GCAM-China-ref
HN,oil refining,2050,0.6581891,GCAM-China-ref
JL,oil refining,2050,0.8102236,GCAM-China-ref
JS,oil refining,2050,2.871828,GCAM-China-ref
JX,oil refining,2050,0.3877509,GCAM-China-ref
LN,oil refining,2050,5.217298,GCAM-China-ref
NM,oil refining,2050,0.3333757,GCAM-China-ref
NX,oil refining,2050,0.3525441,GCAM-China-ref
QH,oil refining,2050,0.11655352,GCAM-China-ref
SC,oil refining,2050,0.711794,GCAM-China-ref
SD,oil refining,2050,6.327974,GCAM-China-ref
SH,oil refining,2050,1.843194,GCAM-China-ref
SN,oil refining,2050,1.733872,GCAM-China-ref
TJ,oil refining,2050,1.3034765,GCAM-China-ref
XJ,oil refining,2050,2.187843,GCAM-China-ref
ZJ,oil refining,2050,2.248521,GCAM-China-ref
AH,other industrial energy use,2050,6.942193849,GCAM-China-ref
BJ,other industrial energy use,2050,2.239874879,GCAM-China-ref
CQ,other industrial energy use,2050,11.63087103,GCAM-China-ref
FJ,other industrial energy use,2050,7.340327475,GCAM-China-ref
GD,other industrial energy use,2050,12.58084132,GCAM-China-ref
GS,other industrial energy use,2050,1.687789046,GCAM-China-ref
GX,other industrial energy use,2050,5.751375751,GCAM-China-ref
GZ,other industrial energy use,2050,5.121733521,GCAM-China-ref
HA,other industrial energy use,2050,5.036394226,GCAM-China-ref
HB,other industrial energy use,2050,11.97911798,GCAM-China-ref
HE,other industrial energy use,2050,1.151972536,GCAM-China-ref
HI,other industrial energy use,2050,1.534661201,GCAM-China-ref
HL,other industrial energy use,2050,4.456746226,GCAM-China-ref
HN,other industrial energy use,2050,12.92938183,GCAM-China-ref
JL,other industrial energy use,2050,13.8741279,GCAM-China-ref
JS,other industrial energy use,2050,2.109142681,GCAM-China-ref
JX,other industrial energy use,2050,6.010347064,GCAM-China-ref
LN,other industrial energy use,2050,7.977308876,GCAM-China-ref
NM,other industrial energy use,2050,0.973555182,GCAM-China-ref
NX,other industrial energy use,2050,1.325483333,GCAM-China-ref
QH,other industrial energy use,2050,2.033138451,GCAM-China-ref
SC,other industrial energy use,2050,17.67920426,GCAM-China-ref
SD,other industrial energy use,2050,11.19255481,GCAM-China-ref
SH,other industrial energy use,2050,5.335240409,GCAM-China-ref
SN,other industrial energy use,2050,2.736278024,GCAM-China-ref
